lead_id,name,email,company,industry,lead_source,lead_score,engagement_score,page_views,email_opens,time_on_site_minutes,converted,conversion_probability,days_in_pipeline,last_activity_date
LEAD-00523,Jennifer Jones,hugheskristin@elliott.com,Jones and Sons,Retail,referral,59.7,52.7,25,2,19.9,False,0.544,53,2026-02-15
LEAD-00524,Michael Martinez,yriley@holden-garrett.biz,"Marshall, Sanchez and Walker",Fintech,webinar,26.8,37.7,26,11,24.6,False,0.338,51,2026-02-13
LEAD-00525,Eric Carter,juan22@johnson.com,Jarvis-Hunt,Healthcare,referral,18.6,25.9,4,4,35.2,False,0.186,32,2026-03-22
LEAD-00526,Alexis Cross,adrian42@davidson.com,Cisneros-Vasquez,Retail,webinar,11.3,10.3,32,6,41.7,False,0.0,8,2026-02-03
LEAD-00527,Jonathan Lopez,stephanie10@aguilar-hendricks.com,"Murray, Booth and Hicks",Fintech,paid_search,37.1,38.1,21,8,16.5,False,0.47,71,2026-02-03
LEAD-00528,George Arnold,jennifer52@coleman.com,Webb and Sons,SaaS,referral,45.2,22.0,40,8,1.3,False,0.306,57,2026-03-20
LEAD-00529,Dennis Warren,ashleybrown@johnson.org,Schneider Group,Media,demo_request,42.6,56.5,14,20,38.9,False,0.392,64,2026-02-11
LEAD-00530,Reginald Valdez,jenniferthomas@garrett-randall.net,Huerta and Sons,E-commerce,demo_request,55.7,49.1,35,6,28.8,False,0.402,37,2026-02-05
LEAD-00531,Tyler Boyer,jenniferperez@brown.com,Robinson Inc,E-commerce,demo_request,12.7,21.4,4,1,29.0,False,0.049,56,2026-02-06
LEAD-00532,Austin Coleman,jackson43@may-shaw.com,Rogers-Odonnell,Retail,social,27.7,46.1,35,9,23.4,False,0.247,31,2026-02-08
LEAD-00533,Stephanie Church,dunlapdavid@yang.info,Dean-Santos,Healthcare,organic_search,25.7,37.3,49,0,12.8,False,0.249,8,2026-03-26
LEAD-00534,Tracy Zuniga,michaelpowers@wong-torres.com,Bailey Group,Healthcare,content_download,17.8,0.0,21,20,32.3,False,0.125,1,2026-03-09
LEAD-00535,Lisa James,jackiemann@robinson.net,Dougherty Group,Media,organic_search,48.8,21.6,25,8,25.7,False,0.497,88,2026-02-05
LEAD-00536,Lisa Campbell,brandon52@williams.com,Olsen-Dudley,Healthcare,referral,43.3,62.2,24,19,36.0,False,0.351,37,2026-02-22
LEAD-00537,Tyler Wood,joerobbins@clark.com,Hall-Rodriguez,Education,referral,7.1,0.0,40,1,28.8,False,0.07,41,2026-02-02
LEAD-00538,Jared Huffman,tparker@perkins-williams.com,Munoz PLC,Healthcare,organic_search,18.3,30.5,17,15,1.2,False,0.161,63,2026-03-23
LEAD-00539,Barry Rodriguez,troy72@aguilar.info,Morris LLC,SaaS,paid_search,50.2,61.1,30,13,12.2,False,0.534,15,2026-03-17
LEAD-00540,Christopher Turner,richardthompson@morgan-hicks.com,"Bennett, Carpenter and Clark",Healthcare,organic_search,45.8,32.1,44,1,14.8,False,0.424,81,2026-02-01
LEAD-00541,Julia Arnold,michelle80@lucas-stevens.com,Small Group,SaaS,demo_request,30.6,23.0,8,19,24.8,False,0.295,42,2026-03-18
LEAD-00542,Eric Williams,jessicabryan@guzman.com,Lawson-Harris,Media,social,17.6,14.5,20,15,9.8,False,0.15,70,2026-03-04
LEAD-00543,Anthony Collins,vfloyd@wilson-ryan.com,Jones-Jackson,SaaS,webinar,28.1,43.6,19,5,22.1,False,0.228,4,2026-03-14
LEAD-00544,Maria Phillips,lford@kim-holmes.com,Graves-Ford,Retail,paid_search,37.6,20.8,33,5,22.8,False,0.342,1,2026-02-17
LEAD-00545,Dana Walters,davidsonmaria@garcia.com,Weiss LLC,Media,paid_search,5.0,8.2,23,10,10.5,False,0.024,2,2026-02-21
LEAD-00546,Shelly Bell,oharper@ramsey.com,Barry-May,Manufacturing,content_download,14.3,16.2,9,17,16.6,False,0.125,41,2026-02-24
LEAD-00547,Jacqueline Novak,rittercharles@garcia.com,Ruiz LLC,Manufacturing,organic_search,24.3,16.6,8,6,15.2,False,0.281,33,2026-03-24
LEAD-00548,Mark Andrews,patrick24@richardson.com,York-Garcia,Media,organic_search,8.8,0.0,6,14,25.1,False,0.187,61,2026-03-12
LEAD-00549,Joseph Jordan,sandrapowell@malone.com,Kim and Sons,Manufacturing,organic_search,10.0,12.7,47,11,5.9,False,0.043,80,2026-03-16
LEAD-00550,Rachael Johnson,brettjones@carter-duncan.com,Martin-Peterson,E-commerce,webinar,5.6,24.1,41,8,4.4,False,0.111,4,2026-01-31
LEAD-00551,Sherri Rodriguez,william60@jenkins.com,Brown and Sons,Manufacturing,content_download,17.7,8.9,6,9,5.0,False,0.119,3,2026-02-10
LEAD-00552,Morgan Peterson,kristinabrown@smith.org,Lozano-Wilson,SaaS,referral,18.7,25.3,17,20,41.7,False,0.245,36,2026-02-27
LEAD-00553,Kelly Nelson,david64@meadows.com,Norton Ltd,Manufacturing,organic_search,35.8,43.7,22,13,26.3,False,0.158,28,2026-02-11
LEAD-00554,Kelly Vasquez,evansstacey@thomas-dougherty.com,Wilson-Richmond,Healthcare,demo_request,46.8,37.3,50,4,21.5,False,0.714,90,2026-03-12
LEAD-00555,Lance Kennedy,pamelarussell@mills-gomez.com,Shelton-Lewis,Fintech,demo_request,45.2,39.4,50,12,25.5,False,0.439,75,2026-02-12
LEAD-00556,Jon Williams,jay07@jackson-thomas.info,Williamson-Avery,Education,referral,25.2,41.0,15,16,21.2,False,0.337,79,2026-02-27
LEAD-00557,Lacey Gross,krandolph@luna.biz,"Davidson, Contreras and Moreno",Healthcare,organic_search,20.6,6.2,37,4,30.5,False,0.206,23,2026-02-15
LEAD-00558,Pamela Black,garcialindsay@delgado.org,Landry PLC,Healthcare,webinar,5.7,0.0,4,12,44.1,False,0.085,47,2026-02-16
LEAD-00559,Vincent Hernandez,csnyder@mitchell-warren.com,Delgado-Soto,Retail,paid_search,46.4,55.6,27,1,20.0,False,0.465,20,2026-02-20
LEAD-00560,Michael Ross,robert41@jackson.com,Welch-Anderson,Education,demo_request,14.0,0.0,8,6,21.7,False,0.184,79,2026-03-23
LEAD-00561,Matthew Duncan,andersonpamela@santiago-jones.biz,"Calderon, Chang and Collins",Education,webinar,46.0,47.4,6,4,29.2,False,0.322,69,2026-03-03
LEAD-00562,Charles Bishop,pstanley@huerta.com,Gonzalez-Marshall,E-commerce,webinar,27.5,10.2,15,13,17.8,False,0.293,37,2026-01-29
LEAD-00563,Matthew Ellis,riverajamie@osborne-collier.com,Roth-Baird,Healthcare,referral,47.8,63.8,20,6,43.6,False,0.475,45,2026-02-21
LEAD-00564,Derrick Nguyen,ismith@brennan-miller.org,Pruitt LLC,Healthcare,organic_search,15.8,18.5,43,9,40.6,False,0.201,41,2026-03-05
LEAD-00565,Casey Lopez,ewashington@jones.net,Wilson-Bailey,Education,social,50.0,57.4,27,17,34.3,False,0.529,48,2026-02-11
LEAD-00566,Cassandra Ponce,sullivankelly@farmer.org,Bradshaw and Sons,SaaS,demo_request,33.3,47.4,35,18,14.7,False,0.482,14,2026-03-20
LEAD-00567,Juan Rivera,ylevy@burns.info,Moore LLC,Education,referral,6.7,5.3,45,7,35.6,False,0.0,14,2026-03-02
LEAD-00568,Stephanie Meyer,ryansmith@castro.com,"Harris, Cervantes and Lee",Media,webinar,2.8,22.3,36,18,21.8,False,0.035,53,2026-03-16
LEAD-00569,Samuel Rodriguez,melissaperry@reyes-holmes.net,Olson LLC,Healthcare,paid_search,29.4,27.3,44,1,6.2,False,0.244,2,2026-03-07
LEAD-00570,Anthony Williams,todddiaz@harris.com,Russo-Montgomery,Education,paid_search,8.3,31.1,14,7,36.7,False,0.212,89,2026-03-21
LEAD-00571,Steven Chavez,bakerevelyn@ballard.info,Porter PLC,Healthcare,organic_search,30.7,54.6,43,18,17.7,False,0.152,19,2026-02-17
LEAD-00572,Lynn Jennings,morgan54@jimenez.com,"Sanchez, Daniel and Wright",Manufacturing,organic_search,18.9,12.1,40,4,22.6,False,0.197,34,2026-03-05
LEAD-00573,Shelby Dixon,karenjohnson@thompson-rangel.com,"Calderon, Carr and Garcia",SaaS,organic_search,37.7,39.7,50,9,11.4,False,0.295,70,2026-03-07
LEAD-00574,Mary Johnson,greeneanna@baker.com,Long and Sons,Retail,referral,33.9,13.8,28,16,14.0,False,0.407,6,2026-03-09
LEAD-00575,Derrick Turner,jacobhoward@taylor-freeman.com,"Padilla, Mccarthy and White",Media,content_download,26.9,20.3,10,12,2.4,False,0.26,21,2026-02-09
LEAD-00576,Ethan Bailey,lukewaters@montgomery-lane.com,"Randolph, Ramos and Ward",Media,social,15.2,25.4,31,16,27.5,False,0.183,55,2026-02-03
LEAD-00577,Jennifer Briggs,hendersonamy@hampton.org,Koch-Walker,SaaS,social,65.6,82.4,14,15,9.1,True,0.598,8,2026-03-23
LEAD-00578,Robert Smith,maria52@andrews.info,Cherry Inc,Fintech,paid_search,3.4,7.2,13,1,25.6,False,0.174,4,2026-03-16
LEAD-00579,Thomas Taylor,chavezjames@wilson.biz,House-Dalton,E-commerce,webinar,14.5,0.0,38,17,8.1,False,0.076,60,2026-03-06
LEAD-00580,Jessica Neal,wendy16@khan-berg.com,Harvey-Crosby,Media,organic_search,9.6,0.0,41,14,16.6,False,0.22,68,2026-03-23
LEAD-00581,Tyler Gray,zrichards@yang.com,Hill-Torres,Retail,paid_search,11.6,17.7,7,0,25.6,False,0.092,85,2026-03-22
LEAD-00582,Hannah Garcia,jimmy04@clay.com,Lawson-York,Retail,demo_request,38.6,33.7,13,12,21.0,False,0.41,88,2026-02-10
LEAD-00583,Bryan Mcdonald,jean42@thomas.com,Rasmussen Inc,Fintech,webinar,25.7,43.6,42,20,3.5,False,0.288,55,2026-03-24
LEAD-00584,Cheryl Palmer,rangeljonathan@garcia.com,Stanley PLC,Retail,organic_search,22.1,39.0,1,12,35.0,False,0.296,52,2026-03-02
LEAD-00585,Monica Murphy,joewells@evans.com,Sanford LLC,E-commerce,paid_search,39.1,31.5,32,18,2.6,False,0.352,21,2026-03-08
LEAD-00586,Victoria Fletcher,camerongonzales@jacobs.com,Hall-Drake,Manufacturing,paid_search,9.8,7.5,35,8,17.3,False,0.001,65,2026-02-28
LEAD-00587,Mark Miles,michelle33@schultz.com,Washington Group,SaaS,referral,37.0,53.0,35,2,30.7,False,0.432,77,2026-03-19
LEAD-00588,Brenda Craig,sandersamber@potts.com,"Watts, Thompson and Hunt",Fintech,paid_search,31.7,40.4,41,9,5.0,False,0.114,79,2026-02-24
LEAD-00589,Bryan Hawkins,avilaelizabeth@bonilla.com,"Jacobs, Rodriguez and Turner",Media,webinar,23.7,38.9,29,0,10.2,False,0.315,6,2026-02-19
LEAD-00590,Gina Gonzalez,orodriguez@owens-carter.biz,Jordan Group,SaaS,webinar,22.1,35.8,14,8,25.4,False,0.267,1,2026-01-27
LEAD-00591,David Chavez,webbelizabeth@guerra.info,"Green, Smith and Jacobs",Manufacturing,content_download,25.3,19.8,17,8,40.9,False,0.362,59,2026-03-03
LEAD-00592,Regina Thompson,xclarke@turner.org,Taylor-Wheeler,SaaS,demo_request,7.9,23.3,18,17,11.5,False,0.179,33,2026-03-10
LEAD-00593,Dr. Denise Spencer,chloebrown@newman.net,"Chavez, Paul and Boyle",Retail,demo_request,18.4,0.0,21,17,17.3,False,0.195,89,2026-03-04
LEAD-00594,Katherine Green,lawsondouglas@cooper-wiley.info,Nguyen-Smith,Media,content_download,28.2,33.3,41,4,17.7,False,0.22,24,2026-03-04
LEAD-00595,Jessica Phillips,amberquinn@williams-morrison.info,Bruce Group,E-commerce,paid_search,36.6,40.0,5,16,31.1,False,0.466,55,2026-02-27
LEAD-00596,Jeremiah Cardenas,perkinschristopher@kelly.com,"Gomez, Gonzalez and Byrd",Retail,content_download,19.3,44.7,47,13,13.7,False,0.071,41,2026-01-31
LEAD-00597,Gary Morris,jamesshepard@williamson.info,"Robinson, Morrow and Parker",Media,content_download,35.9,35.7,44,9,10.4,False,0.322,4,2026-03-01
LEAD-00598,Melanie Diaz,savagesteven@ortiz-hunt.net,Padilla-Sandoval,Media,content_download,44.0,38.0,36,0,38.0,False,0.499,28,2026-02-09
LEAD-00599,Micheal Wolfe,jeremy63@sullivan-shaw.com,Murray Inc,Media,webinar,26.1,27.6,12,20,35.0,False,0.2,31,2026-03-09
LEAD-00600,Daniel Walsh,michael39@schaefer-roman.biz,"Carroll, Gilbert and Shaw",Media,organic_search,24.1,34.7,9,13,33.2,False,0.117,68,2026-02-07
LEAD-00601,Kimberly Young,lawsonjessica@hernandez.com,Griffin and Sons,Media,organic_search,9.4,27.0,19,2,15.3,False,0.039,41,2026-03-26
LEAD-00602,Daniel Collins,bakerrenee@king-bowen.com,"Morales, Kirby and Thomas",E-commerce,paid_search,72.1,66.9,41,14,9.4,True,0.8,10,2026-02-08
LEAD-00603,Tiffany Simpson,parkerstacy@moore-santiago.info,"Vazquez, Braun and Tyler",Education,demo_request,43.1,32.9,11,3,37.9,False,0.462,86,2026-02-14
LEAD-00604,Thomas Jordan,brendanchavez@keith.com,Estrada Inc,Manufacturing,referral,44.2,46.4,9,8,21.9,False,0.317,78,2026-03-23
LEAD-00605,Michael Gomez,howelljustin@jackson-marsh.com,Sampson-Russell,Education,content_download,39.9,51.9,17,7,9.2,False,0.435,15,2026-03-02
LEAD-00606,Denise Joseph,porterwilliam@hernandez.com,Sherman and Sons,Media,webinar,47.0,48.7,11,14,10.6,False,0.681,5,2026-01-28
LEAD-00607,Kevin Kelly,loganclayton@scott-craig.info,Jensen Inc,Manufacturing,content_download,12.4,0.0,40,15,18.7,False,0.021,18,2026-02-28
LEAD-00608,Mrs. Cynthia Gordon DDS,kingsusan@cooper-park.com,Bennett-Stephens,SaaS,webinar,27.4,39.0,20,0,41.5,False,0.281,57,2026-02-22
LEAD-00609,James Gonzalez,kimberlyrosales@stephens.biz,Jones-Ellison,Education,content_download,39.8,41.8,26,8,40.4,False,0.328,15,2026-02-15
LEAD-00610,Kristina Conner,kennethclark@henderson.biz,"Wise, Scott and Mathews",Manufacturing,referral,15.7,0.0,29,9,18.6,False,0.236,50,2026-02-20
LEAD-00611,Amanda Diaz,nancyroberts@sanford.info,"Henson, Pollard and Harris",Fintech,organic_search,9.8,0.0,39,19,31.6,False,0.055,66,2026-02-17
LEAD-00612,Michelle Williams,urodriguez@collier.net,Davis Group,Manufacturing,demo_request,25.0,47.4,28,10,28.6,False,0.236,41,2026-01-27
LEAD-00613,Mary Carroll,carlmcfarland@esparza-wade.com,"Miller, Shaffer and Johnson",Manufacturing,content_download,31.7,32.4,20,4,12.2,False,0.405,72,2026-01-31
LEAD-00614,Sergio Hull,paigeosborn@castillo.com,Franklin-Stewart,Retail,referral,28.4,11.7,30,5,27.7,False,0.428,74,2026-03-01
LEAD-00615,Devin Brown,obrienerin@carter-deleon.com,"Myers, Vargas and Cunningham",SaaS,referral,50.7,80.6,11,4,44.2,False,0.59,54,2026-03-05
LEAD-00616,Robert Alvarado,waynebaker@thomas.com,"Jones, Flores and Lawson",Media,webinar,9.3,12.1,18,1,19.8,False,0.233,4,2026-03-25
LEAD-00617,Mary Howell,katie28@gilbert-mendez.com,"Sampson, Casey and Rich",E-commerce,social,14.5,25.6,50,8,5.1,False,0.143,67,2026-02-03
LEAD-00618,Samuel Castillo,jasonstone@cruz-downs.com,Fernandez-Williams,Fintech,referral,55.9,61.7,46,7,25.3,False,0.637,86,2026-02-12
LEAD-00619,Laura Myers,joegrant@reed.com,Frazier Inc,Healthcare,paid_search,30.6,24.5,40,4,36.3,False,0.358,69,2026-03-02
LEAD-00620,Elizabeth Parker,travis20@nelson-richardson.net,Smith-Lopez,Retail,paid_search,35.5,26.4,10,11,29.3,False,0.466,33,2026-02-08
LEAD-00621,Nathan Hayes,christina02@waters-goodman.org,"Allen, Jones and Woodward",Retail,content_download,33.6,47.3,33,13,8.8,False,0.405,53,2026-02-15
LEAD-00622,Michael Rodriguez,halltommy@gill.org,Jackson-Peterson,Retail,organic_search,12.8,0.0,4,7,16.5,False,0.257,48,2026-03-10
LEAD-00623,Howard Costa,ryanford@brown.com,Miles and Sons,Media,social,31.1,47.7,42,17,2.8,False,0.434,40,2026-02-10
LEAD-00624,John Jordan,davidmartin@butler-garcia.com,Turner PLC,Healthcare,referral,22.8,39.4,42,2,31.9,False,0.15,75,2026-02-28
LEAD-00625,Margaret Arroyo,zzuniga@brown.org,"Nguyen, George and Silva",Fintech,referral,41.3,51.8,10,15,10.8,False,0.483,47,2026-03-22
LEAD-00626,Edward Christensen,ndiaz@patterson-gonzalez.info,"Meadows, Werner and Thompson",SaaS,content_download,24.9,16.6,26,1,2.8,False,0.082,10,2026-03-07
LEAD-00627,Patricia Gomez,fbrowning@butler-howard.com,"Crawford, Sharp and Morris",Fintech,demo_request,8.9,0.0,28,13,38.8,False,0.0,50,2026-03-21
LEAD-00628,Jacob Decker,umarshall@gutierrez.com,Willis-Smith,SaaS,webinar,53.4,45.8,28,2,13.2,False,0.614,5,2026-03-26
LEAD-00629,Zachary Rivera,ksmith@baker-bernard.info,"Howard, Charles and Gardner",E-commerce,organic_search,14.2,12.0,4,19,5.2,False,0.0,51,2026-02-24
LEAD-00630,Jennifer Smith,trobinson@wagner.com,Butler Group,Manufacturing,demo_request,37.7,19.0,43,18,39.3,False,0.429,40,2026-02-27
LEAD-00631,Robert Fowler,fowlereric@thompson-lopez.com,"Smith, Carpenter and Powers",Manufacturing,social,37.7,31.9,47,7,2.2,False,0.412,13,2026-02-22
LEAD-00632,Robert Werner,rachaelgray@huber-davis.com,"Marshall, Lawrence and Ruiz",Media,webinar,36.9,32.7,18,12,6.3,False,0.375,63,2026-02-03
LEAD-00633,Brent Chambers,joshua89@cross.com,Merritt and Sons,Education,demo_request,38.6,36.8,49,20,31.2,False,0.386,1,2026-02-27
LEAD-00634,Mary Duncan,hamiltonmichael@nielsen-brewer.org,"Morgan, Anderson and Baldwin",Manufacturing,paid_search,32.2,12.3,46,4,15.6,False,0.323,87,2026-02-26
LEAD-00635,William Duncan,joneschristopher@turner.com,Miller PLC,Media,content_download,31.9,0.0,13,1,22.7,False,0.209,26,2026-03-08
LEAD-00636,Jeff Johnson,noblebrian@smith.org,Reid-Garcia,Fintech,organic_search,23.8,11.8,27,12,17.1,False,0.374,52,2026-03-10
LEAD-00637,Tonya Brown,christina58@green.com,Burke-Nelson,E-commerce,organic_search,28.6,30.4,48,14,3.1,False,0.382,69,2026-02-03
LEAD-00638,Elijah Smith,lisa82@burton.org,Whitaker PLC,Retail,demo_request,29.8,36.8,5,3,36.7,False,0.344,12,2026-03-10
LEAD-00639,Gary Mccarthy,david19@berry.com,Malone-Jarvis,Healthcare,content_download,50.6,62.1,17,0,29.0,False,0.417,46,2026-03-09
LEAD-00640,Lauren Gray,benitezerin@odonnell.org,Rodriguez-Hodges,SaaS,organic_search,20.6,13.8,27,8,8.3,False,0.245,59,2026-02-04
LEAD-00641,Joshua French,noahburke@chapman-diaz.com,Ford-Brown,Retail,demo_request,10.4,27.1,17,7,14.3,False,0.0,74,2026-03-06
LEAD-00642,Sarah Mercado,qgeorge@hoover.org,"Powers, King and Johnson",Education,demo_request,15.4,26.9,43,13,15.6,False,0.236,56,2026-01-28
LEAD-00643,Maria Crawford,smithgene@gomez.com,Livingston LLC,Manufacturing,organic_search,40.2,33.7,21,6,13.2,False,0.417,63,2026-03-02
LEAD-00644,Michelle Reyes MD,qharris@green.biz,Harris LLC,Education,organic_search,26.3,16.4,6,13,1.2,False,0.196,66,2026-03-22
LEAD-00645,Melissa Adams,sanchezamber@zamora-rice.com,Hoffman Inc,Manufacturing,content_download,22.3,28.2,37,11,9.1,False,0.061,71,2026-02-03
LEAD-00646,David Hogan,natalie23@davis.com,Miller-Whitehead,Media,social,38.4,56.6,23,19,28.9,False,0.508,72,2026-01-27
LEAD-00647,Sherry Gill,tracywashington@butler.org,"Williams, Hunt and Jones",Media,social,19.2,10.0,37,5,3.1,False,0.21,9,2026-02-11
LEAD-00648,Anthony Romero,herbertbrown@stone-hopkins.com,Rodriguez-Henry,Manufacturing,paid_search,68.0,51.2,34,5,34.4,False,0.629,7,2026-03-21
LEAD-00649,Spencer Willis,wrodriguez@solis.com,"Garza, Smith and Casey",E-commerce,referral,32.7,23.2,18,7,1.4,False,0.197,85,2026-02-13
LEAD-00650,Carly Hill,jimenezjasmine@owen.com,"Glover, Allen and Vasquez",Healthcare,content_download,10.4,9.0,9,19,43.2,False,0.0,59,2026-02-21
LEAD-00651,Andrew Benitez,francojoanne@berry-rivera.com,Walker-Sanchez,Education,social,50.0,67.8,42,9,10.6,False,0.559,19,2026-02-28
LEAD-00652,Crystal Mason,brandonfuller@gates-austin.info,"Barnes, Richardson and Roberts",Education,social,39.6,51.4,44,14,23.9,False,0.23,64,2026-02-12
LEAD-00653,James Hayes,butlerbradley@landry.com,Bryant Ltd,Education,content_download,8.6,0.0,4,9,44.9,False,0.186,61,2026-03-03
LEAD-00654,Nathan Fields,paulclayton@wilson.com,"Cook, Schultz and Garcia",Media,paid_search,7.5,13.4,17,20,28.8,False,0.237,51,2026-02-18
LEAD-00655,Thomas Bennett,anthony29@wilkinson.com,"Shepard, Arias and Scott",Education,webinar,33.4,45.0,31,4,35.5,False,0.395,66,2026-02-21
LEAD-00656,Mikayla Ramirez,staylor@kirby-hopkins.com,Burns-Buchanan,Healthcare,content_download,22.3,24.7,50,9,5.1,False,0.341,2,2026-02-24
LEAD-00657,Meghan West MD,ashleywillis@li-nguyen.com,Green-Fisher,Retail,referral,15.9,0.0,41,2,1.5,False,0.121,77,2026-03-02
LEAD-00658,Mr. Robert Stevenson,loganwarner@avila.com,Stewart-Smith,Media,webinar,16.7,11.0,19,9,44.3,False,0.237,79,2026-03-21
LEAD-00659,Stephanie Wright,alvarezangela@jones.com,Frank Ltd,Fintech,webinar,6.8,8.4,37,7,3.4,False,0.07,82,2026-03-26
LEAD-00660,Kathryn Green,christinafreeman@woodard-anderson.info,"Martinez, Cox and Houston",Education,paid_search,18.3,0.0,8,4,22.9,False,0.23,55,2026-02-10
LEAD-00661,Christopher Stewart,moranmelissa@clark.info,White Group,Manufacturing,webinar,61.4,87.6,31,1,43.6,True,0.667,24,2026-02-09
LEAD-00662,Edward Jones,ereed@hahn.biz,Martin PLC,Education,webinar,43.3,47.6,38,2,0.6,False,0.43,83,2026-03-25
LEAD-00663,Lori Orr,xclark@davis.net,Moon-Lopez,Manufacturing,referral,27.7,39.9,37,18,25.8,False,0.189,47,2026-03-11
LEAD-00664,Michael Payne,tararaymond@meza.org,Mcbride-Wise,Education,paid_search,20.1,6.2,17,11,40.2,False,0.004,45,2026-03-02
LEAD-00665,Monica Hawkins,kathy99@mcpherson.com,"Oliver, White and Wilson",E-commerce,content_download,35.6,57.9,10,7,13.3,False,0.355,34,2026-03-21
LEAD-00666,Chad Day,mscott@hull.com,Lopez-Parker,Education,organic_search,52.7,33.2,46,14,31.3,False,0.536,66,2026-02-13
LEAD-00667,Michael Joseph,aanderson@williams-frost.org,"Harding, Lopez and Hernandez",SaaS,referral,22.2,25.9,42,6,3.7,False,0.213,31,2026-02-14
LEAD-00668,Tricia Huff,glennchloe@becker.com,Bennett and Sons,Manufacturing,webinar,39.4,61.0,42,9,11.1,False,0.49,58,2026-02-07
LEAD-00669,Darren Sandoval,khubbard@scott-shaw.org,"Johnson, Tucker and Huang",Education,demo_request,32.0,33.1,21,19,1.4,False,0.386,61,2026-02-03
LEAD-00670,Carol Simpson,emichael@thomas.org,"Huff, Hopkins and Ruiz",Healthcare,content_download,21.3,31.1,47,3,7.4,False,0.222,21,2026-02-10
LEAD-00671,Donna Hanson MD,alexanderashley@briggs.net,Miller PLC,E-commerce,content_download,26.2,50.9,7,2,8.6,False,0.089,40,2026-03-12
LEAD-00672,Kenneth Rodriguez MD,velazqueznatasha@williams.com,Walton Group,Fintech,organic_search,10.1,20.1,43,16,4.0,False,0.122,33,2026-03-09
LEAD-00673,Bruce Grimes,connortaylor@richardson-johnson.com,Lewis Group,Education,demo_request,14.5,14.8,32,17,23.0,False,0.1,28,2026-03-19
LEAD-00674,Scott Allen,pchaney@nelson.com,"Steele, Adams and Browning",Media,content_download,30.5,50.4,30,1,22.2,False,0.405,48,2026-03-15
LEAD-00675,James Callahan,danielvargas@herrera.biz,Haas Group,Media,organic_search,63.7,59.9,40,11,42.6,False,0.638,3,2026-02-08
LEAD-00676,Brian Taylor,manningjamie@miller.info,Cox Group,Retail,paid_search,10.2,10.0,25,6,8.8,False,0.058,52,2026-03-11
LEAD-00677,Kristin Cantu,ernest29@nguyen.com,"Chambers, Snyder and Walker",Fintech,social,13.1,1.9,46,6,6.3,False,0.185,43,2026-02-02
LEAD-00678,Brandon Wood,clarkmatthew@duarte-schaefer.com,Whitaker and Sons,Media,paid_search,30.9,3.9,1,15,27.5,False,0.069,7,2026-03-09
LEAD-00679,William Kim,vcamacho@jackson.info,Jones-Torres,Education,content_download,27.7,42.9,32,1,21.9,False,0.293,80,2026-03-09
LEAD-00680,Diamond Kelly,sheila24@sherman.biz,Cordova-Thomas,Healthcare,referral,57.5,78.2,39,16,22.7,False,0.555,85,2026-02-23
LEAD-00681,Kim Bennett,timothywilliamson@mcintosh.com,"Dean, Gaines and Walker",Manufacturing,paid_search,52.8,71.8,45,20,9.0,False,0.308,76,2026-02-05
LEAD-00682,Bryce James,jimmy99@lopez-davis.com,Cain-Scott,Retail,demo_request,24.5,1.4,13,12,25.7,False,0.012,14,2026-02-04
LEAD-00683,Michael Green,ycarr@padilla.net,Schmidt PLC,Education,social,25.0,11.8,18,8,5.3,False,0.429,87,2026-02-18
LEAD-00684,Nathan Wood,valerie36@flores-schultz.info,Cannon-Cole,Healthcare,webinar,16.8,0.0,24,14,43.8,False,0.085,73,2026-03-21
LEAD-00685,Michelle Green,jessica29@lucero.com,Moreno-Robles,Fintech,webinar,39.3,50.3,11,12,36.5,False,0.458,78,2026-02-26
LEAD-00686,David Petty,bryan78@sawyer.com,Hall-Malone,SaaS,organic_search,35.3,15.6,27,11,5.2,False,0.278,78,2026-02-05
LEAD-00687,Aaron Garrison,xboyd@green.org,Shelton and Sons,Manufacturing,paid_search,69.5,81.7,31,9,20.4,False,0.735,70,2026-02-22
LEAD-00688,Benjamin Klein,stevenjackson@yoder-smith.com,"Thomas, Robles and Ali",Media,organic_search,25.0,19.0,24,20,15.3,False,0.18,29,2026-03-02
LEAD-00689,Margaret Lee,solisanita@bell-brown.com,Williams Ltd,Healthcare,paid_search,25.5,16.0,5,20,20.3,False,0.416,30,2026-02-18
LEAD-00690,Daniel Welch,robertslindsay@tyler-rodriguez.info,Mckinney Ltd,E-commerce,demo_request,28.9,15.5,43,6,29.0,False,0.356,64,2026-02-23
LEAD-00691,Anthony Simmons,alyssa06@norman.net,"Adams, Jones and Davis",Manufacturing,referral,33.7,68.5,5,19,37.5,False,0.381,13,2026-02-02
LEAD-00692,Stacey Christensen,djohnson@rice.info,"Brown, Marshall and Marsh",Media,referral,38.1,12.0,24,20,2.8,False,0.294,15,2026-02-17
LEAD-00693,Wesley Garcia,ypham@west.com,Collins-House,SaaS,demo_request,39.8,46.6,2,1,8.1,False,0.508,68,2026-02-03
LEAD-00694,Wayne Walsh,druiz@wheeler.com,Palmer and Sons,Retail,social,4.6,0.0,43,19,34.8,False,0.124,46,2026-03-02
LEAD-00695,Melissa Sanders,stephensnicholas@rose.com,Williams-Porter,Media,organic_search,43.4,49.3,50,0,16.1,False,0.372,82,2026-01-28
LEAD-00696,Thomas Christensen,jennyjackson@castro-robinson.org,Flores Ltd,Fintech,social,20.5,31.9,15,16,40.4,False,0.41,7,2026-01-29
